,BCH,BCN,BELA,BTS,BURST,DASH,DCR,DGB,DOGE,ETC,ETH,FCT,LTC,MAID,NAV,NXT,REP,SC,STEEM,STR,STRAT,SYS,VRC,XEM,XMR,XPM,XRP,ZEC,BTC
ETH,,0.11652223722242212,0.11723461351853783,0.4464303480736145,0.10872953342404296,0.4581871903297433,0.1289153063331783,0.23611748547906883,0.3031518527373801,-0.1819914459369833,1.0,0.3981947100248873,0.39908520543914805,0.5128100127119075,0.006834805425541076,0.2596963558470059,0.570783869659933,0.27597639895841264,-0.09910480201014503,0.2806800458618989,-0.02604172493516973,0.17173399053240693,0.21256162122130565,0.2592369686788761,0.31215932127003554,0.2332488960589196,0.37652794483227736,0.11224710435167427,0.46367742929361233
FCT,,0.2227010940173777,0.05773517401291376,0.44774361488517744,0.10483555908491006,0.43192583247247124,0.19495921467368477,0.139722830429378,0.3959453240233068,-0.0809022681129775,0.3981947100248873,1.0,0.37339962964802104,0.4221602778854759,0.07970111369391873,0.33419027513918,0.31910203745342847,0.1616291758231601,-0.1006770097016016,0.24688286201156973,0.10832797345069266,0.17961050687023436,0.20811093798703584,0.30343093952339306,0.41389978465703875,0.3588424800674578,0.3388867757065435,-0.021448653066182145,0.3819910792300325
LTC,,0.2267973294609173,0.14608468549523057,0.4260910407948608,0.18038039899808964,0.5066856730028849,0.27998441654288664,0.23191848420064246,0.44425562969067767,-0.13107858347747367,0.39908520543914805,0.37339962964802104,1.0,0.3129786392714305,0.1813697350901299,0.3827496578677287,0.1244532779770405,0.19894830786461926,-0.02173948980663367,0.40325693374232424,0.22892512053185038,0.2758172181595277,0.3097533524421791,0.4123936174241852,0.4143836030556019,0.5394092939867623,0.4387292887168215,0.14288034654921963,0.9009990981938547
MAID,,0.09364436382362328,0.0783062248117434,0.38432209417918717,0.12538404569122438,0.3685534233271305,0.23560126439840182,0.11056307591688501,0.2656012043909673,-0.12188389656008779,0.5128100127119075,0.4221602778854759,0.3129786392714305,1.0,0.06734982534632848,0.23056825973476328,0.23145031472454944,0.13643457401565182,-0.07845775358361542,0.27737083472778,-0.6325742835546678,0.18815818472954132,0.2564911084261034,0.2340759017860201,0.3661130576344197,0.25833967936116997,0.2795505008366497,-0.05051304951576382,0.37177073281392486
NAV,,0.20496291918179302,0.016284261894628824,0.0938789777588995,0.21216050612781692,0.1365636742066064,0.011318287092609612,0.021037523668775072,0.11265754781724664,-0.09475405464170734,0.006834805425541076,0.07970111369391873,0.1813697350901299,0.06734982534632848,1.0,0.07153521155220396,0.17714268304620917,0.049276575572692584,0.09547508732510475,0.11084304562224975,0.4921288311487418,0.07890100038996385,0.2756839071564124,0.08064173490137254,0.17067219974747544,0.1821385304664658,0.14765182330479465,-0.021009229854684747,0.17943686793752978
NXT,,0.12711413579698136,0.03564582427734504,0.4006716965002852,0.10807090425481691,0.3240552850661557,0.11872878748212255,0.1961398140073797,0.3597871375315455,-0.1445959369327082,0.2596963558470059,0.33419027513918,0.3827496578677287,0.23056825973476328,0.07153521155220396,1.0,0.25427044669801635,0.15214699503690346,0.10812696527231347,0.34407261404271144,0.18696574438654484,0.23653287391960354,0.2500321861698202,0.43988273475219014,0.21015437930930275,0.4023837806544423,0.33526078038977586,-0.0051101965575472705,0.39096970209168613
REP,,0.014298003361598135,0.1487812328497605,0.39012907090072463,0.0022771505743697834,0.2162894422213328,0.0132651221892364,0.26117050137115744,0.03682956596222347,0.1999509602229002,0.570783869659933,0.31910203745342847,0.1244532779770405,0.23145031472454944,0.17714268304620917,0.25427044669801635,1.0,0.23760370178809898,0.05533583079080007,-0.14932631069656543,0.5253235127960343,0.2565735128017416,0.18663959336182978,0.17651213692472068,0.2402662459930173,0.20522522530244844,0.3455657320580802,0.002168921924074296,-0.081778299896715
SC,,0.162924401977048,0.16406355144201729,0.2932977743431395,0.06385911078630463,0.18716762632293976,0.005925723089868547,0.3628705355390893,0.14323341078575091,-0.008066486122967462,0.27597639895841264,0.1616291758231601,0.19894830786461926,0.13643457401565182,0.049276575572692584,0.15214699503690346,0.23760370178809898,1.0,0.022535730786220905,0.23794714045770846,0.4742246495617686,0.13295020001014374,0.12063235214070743,0.19900522386208427,0.1514533371050117,0.14116967708510222,0.15916737508817458,0.0209577162271858,0.2269544417001673
STEEM,,0.09742123336676724,-0.024922496246977226,0.12714300954639768,-0.03470608480914514,-0.03571274812189954,-0.02267858678036392,-0.038464812775408266,0.10178278496752906,-0.020331088145414913,-0.09910480201014503,-0.1006770097016016,-0.02173948980663367,-0.07845775358361542,0.09547508732510475,0.10812696527231347,0.05533583079080007,0.022535730786220905,1.0,0.15580602048233294,0.6706548929509918,0.061334847713093034,0.06975815646061448,-0.07883419227678902,-0.05812638848530353,-0.031520860165572345,-0.06489144371728824,0.019687426001800967,0.03408583354682779
STR,,0.15114070110060973,0.10771872858450492,0.39206527477648506,0.1070127268339278,0.3406307921595437,0.037640051104764406,0.22179893389220365,0.2963520467748639,-0.1026541520327045,0.2806800458618989,0.24688286201156973,0.40325693374232424,0.27737083472778,0.11084304562224975,0.34407261404271144,-0.14932631069656543,0.23794714045770846,0.15580602048233294,1.0,0.24507985755817388,0.20497917000385252,0.19630806230056433,0.370489662499163,0.22054507379297025,0.33506074570189515,0.48485948186555256,-0.0017154033319327962,0.4077694317808655
STRAT,,-0.03964347653781983,0.23995255345371014,-0.5154929059763946,0.017722357231135643,0.3715114980452859,-0.030477730383362774,0.06161315502701366,0.19201896364199503,0.15996440481160804,-0.02604172493516973,0.10832797345069266,0.22892512053185038,-0.6325742835546678,0.4921288311487418,0.18696574438654484,0.5253235127960343,0.4742246495617686,0.6706548929509918,0.24507985755817388,1.0,0.34339322856781895,0.3368606515452047,0.17592584176194404,0.1656403706938517,-0.028610636822780176,0.15971881900317844,-0.31737215948575337,-0.10382096160787939
SYS,,0.11698918598987719,0.015315482896667806,0.1800651338332993,0.02895735431611058,0.2901695459179987,0.12011564111911407,0.30365174142396517,0.2329684611967559,0.009776224240896183,0.17173399053240693,0.17961050687023436,0.2758172181595277,0.18815818472954132,0.07890100038996385,0.23653287391960354,0.2565735128017416,0.13295020001014374,0.061334847713093034,0.20497917000385252,0.34339322856781895,1.0,0.15382560492684522,0.1823038368212063,0.1705710754629055,0.19566117703177824,0.20458769895611123,0.031917464357978494,0.3089537755406018
VRC,,0.15644781803777844,0.09465246863585532,0.25234517684332985,0.18368097118574378,0.26148040623328606,0.0774515834035508,0.07016456104271082,0.2943993621489122,-0.028374225170709224,0.21256162122130565,0.20811093798703584,0.3097533524421791,0.2564911084261034,0.2756839071564124,0.2500321861698202,0.18663959336182978,0.12063235214070743,0.06975815646061448,0.19630806230056433,0.3368606515452047,0.15382560492684522,1.0,0.24461184706135058,0.23278013181593493,0.2735674644013886,0.22462263620508008,0.05913397664176308,0.3589812446357386
XEM,,0.16932393519639885,0.0634430904616937,0.3919186849535926,0.10709262826151118,0.28404148772016724,0.31880354486289614,0.22659328931450037,0.23083782889095245,-0.08093765482194926,0.2592369686788761,0.30343093952339306,0.4123936174241852,0.2340759017860201,0.08064173490137254,0.43988273475219014,0.17651213692472068,0.19900522386208427,-0.07883419227678902,0.370489662499163,0.17592584176194404,0.1823038368212063,0.24461184706135058,1.0,0.19072860092185703,0.30629160784033294,0.3127755999417368,-0.033196842545591916,0.45883038644945223
XMR,,0.10643559306914417,0.09643660740672141,0.3284445749645566,0.15183336900540753,0.37862199506688055,0.09186157243570844,0.16369742533451412,0.22180088052487495,-0.10589794169024841,0.31215932127003554,0.41389978465703875,0.4143836030556019,0.3661130576344197,0.17067219974747544,0.21015437930930275,0.2402662459930173,0.1514533371050117,-0.05812638848530353,0.22054507379297025,0.1656403706938517,0.1705710754629055,0.23278013181593493,0.19072860092185703,1.0,0.3266172042745815,0.2665498296970208,0.10682487758301644,0.42919557406285896
XPM,,0.16752711523944308,0.12287365456669767,0.40106110634943437,0.07720192277363161,0.3909750166202457,0.2410143089416818,0.2319654477001306,0.44252471611676186,-0.12992996153823705,0.2332488960589196,0.3588424800674578,0.5394092939867623,0.25833967936116997,0.1821385304664658,0.4023837806544423,0.20522522530244844,0.14116967708510222,-0.031520860165572345,0.33506074570189515,-0.028610636822780176,0.19566117703177824,0.2735674644013886,0.30629160784033294,0.3266172042745815,1.0,0.39122848527726345,0.1486236878572369,0.5444347870691771
XRP,,0.14172155742228493,0.09956935251122458,0.4118160812472688,0.11146560867876566,0.4278221959632798,0.041118554745078924,0.26987342355654426,0.39736348611075656,-0.05409497120814209,0.37652794483227736,0.3388867757065435,0.4387292887168215,0.2795505008366497,0.14765182330479465,0.33526078038977586,0.3455657320580802,0.15916737508817458,-0.06489144371728824,0.48485948186555256,0.15971881900317844,0.20458769895611123,0.22462263620508008,0.3127755999417368,0.2665498296970208,0.39122848527726345,1.0,-0.10177367628247552,0.4731427175757476
ZEC,,0.046318688918493195,-0.03903174813410509,0.056436890658729845,-0.1278546529089019,0.04087616200353451,-0.06459857025193066,-0.005865094384048002,-0.0028183549007277293,0.06200290139011535,0.11224710435167427,-0.021448653066182145,0.14288034654921963,-0.05051304951576382,-0.021009229854684747,-0.0051101965575472705,0.002168921924074296,0.0209577162271858,0.019687426001800967,-0.0017154033319327962,-0.31737215948575337,0.031917464357978494,0.05913397664176308,-0.033196842545591916,0.10682487758301644,0.1486236878572369,-0.10177367628247552,1.0,0.19988081731620785
BTC,,0.2687679473185856,0.16157055931256373,0.45109455591415965,0.1951966724143157,0.5484413038211708,0.3607587673641413,0.2639748728266829,0.4466874434171958,-0.17053777203299636,0.46367742929361233,0.3819910792300325,0.9009990981938547,0.37177073281392486,0.17943686793752978,0.39096970209168613,-0.081778299896715,0.2269544417001673,0.03408583354682779,0.4077694317808655,-0.10382096160787939,0.3089537755406018,0.3589812446357386,0.45883038644945223,0.42919557406285896,0.5444347870691771,0.4731427175757476,0.19988081731620785,1.0
