,BCH,BCN,BELA,BTS,BURST,DASH,DCR,DGB,DOGE,ETC,ETH,FCT,LTC,MAID,NAV,NXT,REP,SC,STEEM,STR,STRAT,SYS,VRC,XEM,XMR,XPM,XRP,ZEC,BTC
REP,0.653637534818772,0.5190561317261048,0.5462684687290434,0.6306676510764515,0.5765770614292068,0.7271177027060637,0.6276655958845386,0.629199064397383,0.6088056129400632,0.6166829534365748,0.7475696415954887,0.6903764622315498,0.6447336319627325,0.6648523826931109,0.6569033373662269,0.5917917670820091,1.0,0.5665539710968136,0.6029740092577951,0.5310092955241851,0.668735497200837,0.6550438173127816,0.48614324905961614,0.5663586951733133,0.7060012464064191,0.27016660494646305,0.5933874007598633,0.6707637999870943,0.7288217475538038
SC,0.655212671776915,0.6738611191760154,0.686329067918936,0.7011482406480997,0.8338167486245351,0.7606036692595786,0.6116569234893617,0.8939981515341353,0.8230725093948827,0.661906023947492,0.7072235769675298,0.7099542011520847,0.7363207776863698,0.6968265420752977,0.751894070146852,0.6981188181726344,0.5665539710968136,1.0,0.60597955657245,0.7084612518375485,0.7273212840878722,0.7002422963301895,0.4868853735757597,0.7262167870350404,0.7052912654963719,0.4911838959241524,0.7544740187329713,0.7005193452646057,0.7698219648112835
STEEM,0.6527958367536201,0.42503585901290925,0.6723845041963242,0.7702389547339756,0.6434043260571143,0.780003824971266,0.6793132013088949,0.6532530193624355,0.663027541233193,0.6987350115782194,0.7722891826012688,0.7098665001400507,0.7069482564287821,0.6968190876431928,0.6677638042531829,0.6660127037256834,0.6029740092577951,0.60597955657245,1.0,0.8109740294772321,0.7154841313675443,0.70798297710386,0.4746018680680326,0.7395926696944567,0.7515728923296452,0.3780517234496503,0.7363979519390746,0.6870301857234269,0.7398290351725889
STR,0.6532910115109901,0.4514538290507623,0.7559100870326237,0.8073062668932235,0.6479023135378493,0.7619206322857293,0.5698507591818709,0.7140451911676133,0.7279289477747337,0.6758801369323089,0.7064003422986102,0.7245710841226947,0.6970409910803389,0.723233655813237,0.7075439034829795,0.7372536548516142,0.5310092955241851,0.7084612518375485,0.8109740294772321,1.0,0.7427451727400562,0.6841704172278209,0.4383143441890043,0.7997284811180013,0.7364701506269694,0.41731752085487434,0.8623020128148114,0.6825906542738955,0.7332393457777542
STRAT,0.7630061814852958,0.5293489815760429,0.7072059148289703,0.7979873853755701,0.7571018977221563,0.8372035862871999,0.6797689467345147,0.8004174790957971,0.7703612903476817,0.8017485483375878,0.8284109919898714,0.8168815570160651,0.7950027437767394,0.8143080204202562,0.817224905299424,0.7860634162246947,0.668735497200837,0.7273212840878722,0.7154841313675443,0.7427451727400562,1.0,0.799431588550869,0.562788479788478,0.7417930479452076,0.8536138554575942,0.41668191710745384,0.7504202733451127,0.7619743929483387,0.8283850414062751
SYS,0.7465278864578435,0.533162754070359,0.6777404238034284,0.6980443901275464,0.7816727129688956,0.827143950443728,0.6830827952340002,0.7625778767270475,0.7533186733843268,0.7656848754019572,0.7924913076985529,0.8220631183938067,0.7530967251757754,0.7996468538586805,0.8037798636600403,0.8068335492989818,0.6550438173127816,0.7002422963301895,0.70798297710386,0.6841704172278209,0.799431588550869,1.0,0.5477576232030543,0.7344898370618871,0.857996308365814,0.4728182051875119,0.7008196714017542,0.753372816751064,0.8018013862809084
VRC,0.5955013827987594,0.36805763781328016,0.5799447170279576,0.48644510373344924,0.5460850895041021,0.5869915249152415,0.5011203446821011,0.5821982410881404,0.47357986569201177,0.5762992436801956,0.660799808140749,0.5577844072471384,0.5343271330846585,0.5806930705458959,0.5187788125392697,0.48354958733623266,0.48614324905961614,0.4868853735757597,0.4746018680680326,0.4383143441890043,0.562788479788478,0.5477576232030543,1.0,0.5182806527217901,0.5960945163433184,0.2894097518738843,0.5254686860478595,0.5466245491671484,0.5870092200062065
XEM,0.6461980654586957,0.4696821647291553,0.7453380974714304,0.7404956341266324,0.7192061567350366,0.7750582600436483,0.642327354792827,0.8013850173556322,0.7150024247228579,0.7058599281892655,0.765468358836302,0.762218539857134,0.6859831917392983,0.7734102729499276,0.7450000336397302,0.734281720467024,0.5663586951733133,0.7262167870350404,0.7395926696944567,0.7997284811180013,0.7417930479452076,0.7344898370618871,0.5182806527217901,1.0,0.7402220830762932,0.3538446249069839,0.8300277441450643,0.6862371060643293,0.7541895261631844
XMR,0.8398953872105868,0.5412791101553279,0.7366493239260709,0.7736639489158645,0.7893820171212547,0.9043494797991402,0.7378005709414315,0.7820964879912128,0.7641393425653187,0.7822606737778808,0.8558486902173542,0.8593911514364102,0.8261560830956317,0.8672109002309476,0.8315425225031692,0.7914145432678071,0.7060012464064191,0.7052912654963719,0.7515728923296452,0.7364701506269694,0.8536138554575942,0.857996308365814,0.5960945163433184,0.7402220830762932,1.0,0.3960207083142715,0.768721495744307,0.8395093005093793,0.897918135063549
XPM,0.34431158849148186,0.3184506643325178,0.3740315752377957,0.4767980237550034,0.5433181755782851,0.4188885137518532,0.3311396800882665,0.449427668129695,0.5139155173624843,0.392362418695325,0.36799767043333614,0.42029643037786235,0.42613019751740105,0.3989129267423295,0.48746094846908833,0.41363552422259403,0.27016660494646305,0.4911838959241524,0.3780517234496503,0.41731752085487434,0.41668191710745384,0.4728182051875119,0.2894097518738843,0.3538446249069839,0.3960207083142715,1.0,0.4366760809799625,0.39886828984123357,0.4054772113890034
XRP,0.7136676001850203,0.5076399082521138,0.7602994616840102,0.7861099218473976,0.7406300568541556,0.8300097250942406,0.6410287377490406,0.8069303844906364,0.7872907022009143,0.7454808895808889,0.7726536283499339,0.7792230192590542,0.7601349725347634,0.7557748589250952,0.7622364134409907,0.7736113519328608,0.5933874007598633,0.7544740187329713,0.7363979519390746,0.8623020128148114,0.7504202733451127,0.7008196714017542,0.5254686860478595,0.8300277441450643,0.768721495744307,0.4366760809799625,1.0,0.7560381241687638,0.7971206819451818
ZEC,0.793320348792539,0.5730834322679762,0.6973606352172959,0.729950291865294,0.7355192078428915,0.8784279478757027,0.6571562550641601,0.7327423598190279,0.7994308437446923,0.7671405111778752,0.8304165590775279,0.7760623773658557,0.7906688121128884,0.7925929806865846,0.7749717138137906,0.7101509153975852,0.6707637999870943,0.7005193452646057,0.6870301857234269,0.6825906542738955,0.7619743929483387,0.753372816751064,0.5466245491671484,0.6862371060643293,0.8395093005093793,0.39886828984123357,0.7560381241687638,1.0,0.82508971430627
BTC,0.837833483885323,0.6457526757984144,0.7477636985820421,0.7898304693531459,0.8176777589290154,0.9197419913582336,0.7962234633939923,0.8261608311040781,0.8175604792538261,0.8022973576876827,0.8814087952847427,0.8280551068383911,0.8909919450074272,0.8623767597006101,0.8176514377472781,0.7914818789035624,0.7288217475538038,0.7698219648112835,0.7398290351725889,0.7332393457777542,0.8283850414062751,0.8018013862809084,0.5870092200062065,0.7541895261631844,0.897918135063549,0.4054772113890034,0.7971206819451818,0.82508971430627,1.0
